,Episode,CartPosition,CartVelocity,PoleAngle,PoleTipVelocity,Action,QValue,Reward
3449,252.0,0.02821893692743986,0.38058185610629147,0.017834715938193326,-0.5971945469462704,1.0,1413.5158840026963,1.0
3450,252.0,0.03583057404956569,0.5754497559034253,0.005890824999267918,-0.8842067820905787,1.0,1413.6158840026962,1.0
3451,252.0,0.047339569167634196,0.7704912240082666,-0.011793310642543655,-1.175032015509095,1.0,1413.7158840026962,1.0
3452,252.0,0.06274939364779952,0.9657644202141604,-0.035293950952725556,-1.4713885937459898,1.0,1413.815884002696,1.0
3453,252.0,0.08206468205208273,1.1612997715245148,-0.06472172282764535,-1.7748832287735454,1.0,1413.915884002696,1.0
3454,252.0,0.10529067748257302,1.3570886351630294,-0.10021938740311626,-2.0869665384952136,1.0,1414.0158840026959,1.0
3455,252.0,0.1324324501858336,1.5530695856653987,-0.14195871817302053,-2.4088780873873676,1.0,1414.1158840026958,1.0
3456,252.0,0.16349384189914157,1.7491120963748583,-0.19013627992076787,-2.741579624294219,1.0,1414.2158840026957,1.0
3457,252.0,0.19847608382663873,1.9449978090168192,-0.24496787240665224,-3.0856768181510037,1.0,1414.3158840026956,1.0
3458,253.0,-0.0018055749426564844,0.1469312646929594,0.018245261005900678,-0.2976696990547909,1.0,1414.4158840026955,1.0
3459,253.0,0.0011330503512027032,-0.048445956633694914,0.012291867024804861,0.0007111641435162963,0.0,1399.0041380693829,1.0
3460,253.0,0.00016413121852880495,0.1464975739231069,0.012306090307675186,-0.28806832355278483,1.0,1414.5158840026954,1.0
3461,253.0,0.003094082696990943,0.34144189182235735,0.0065447238366194895,-0.5768447596929741,1.0,1414.6158840026953,1.0
3462,253.0,0.00992292053343809,0.5364714981858263,-0.004992171357239993,-0.867458768851522,1.0,1414.7158840026952,1.0
3463,253.0,0.020652350497154616,0.7316610224302057,-0.022341346734270434,-1.1617070991563958,1.0,1414.8158840026952,1.0
3464,253.0,0.03528557094575873,0.9270667259793809,-0.045575488717398346,-1.4613103165765853,1.0,1414.915884002695,1.0
3465,253.0,0.05382690546534635,1.1227167598722958,-0.07480169504893006,-1.76787518349313,1.0,1415.015884002695,1.0
3466,253.0,0.07628124066279227,1.318599563224626,-0.11015919871879265,-2.0828489511373935,1.0,1415.1158840026949,1.0
3467,253.0,0.10265323192728479,1.514649931752838,-0.15181617774154052,-2.40746333853974,1.0,1415.2158840026948,1.0
3468,253.0,0.13294623056234156,1.710732544248372,-0.19996544451233533,-2.7426669547714897,1.0,1415.3158840026947,1.0
3469,253.0,0.167160881447309,1.9066231751030516,-0.2548187836077651,-3.0890465885520437,1.0,1415.4158840026946,1.0
3470,254.0,0.015640016962045377,0.17621966280023962,0.012858661789780849,-0.27553128799692583,1.0,1415.5158840026945,1.0
3471,254.0,0.019164410218050168,0.3711558163895784,0.007348036029842332,-0.5641310025112374,1.0,1415.6158840026944,1.0
3472,254.0,0.026587526545841737,0.5661739007684161,-0.003934584020382416,-0.8544899286615827,1.0,1415.7158840026943,1.0
3473,254.0,0.03791100456121006,0.7613492552423327,-0.02102438259361407,-1.148407458967597,1.0,1415.8158840026942,1.0
3474,254.0,0.05313798966605672,0.9567392699001344,-0.04399253177296601,-1.4476084210572902,1.0,1415.9158840026942,1.0
3475,254.0,0.07227277506405941,1.1523737267707994,-0.07294470019411181,-1.7537058202009923,1.0,1416.015884002694,1.0
3476,254.0,0.0953202495994754,1.3482433062696813,-0.10801881659813166,-2.0681556082164545,1.0,1416.115884002694,1.0
3477,254.0,0.12228511572486903,1.544285779280388,-0.14938192876246076,-2.3922012179490006,1.0,1416.2158840026939,1.0
3478,254.0,0.1531708313104768,1.7403696566373656,-0.19722595312144076,-2.7268065590957975,1.0,1416.3158840026938,1.0
3479,254.0,0.1879782244432241,1.9362754973890492,-0.2517620843033567,-3.072577798862391,1.0,1416.4158840026937,1.0
3480,255.0,-0.039300818899892384,0.18563637463230154,0.04691423459911178,-0.26010713939139557,1.0,1416.5158840026936,1.0
3481,255.0,-0.03558809140724635,0.3800583016554705,0.041712091811283866,-0.5376314287482911,1.0,1416.6158840026935,1.0
3482,255.0,-0.02798692537413694,0.5745697445545276,0.030959463236318045,-0.8168850081198459,1.0,1416.7158840026934,1.0
3483,255.0,-0.01649553048304639,0.7692544780851734,0.014621763073921126,-1.099671539084043,1.0,1416.8158840026933,1.0
3484,255.0,-0.0011104409213429194,0.9641809624673039,-0.007371667707759735,-1.3877313651758763,1.0,1416.9158840026932,1.0
3485,255.0,0.018173178328003158,1.1593940041986577,-0.03512629501127726,-1.6827102223613855,1.0,1417.0158840026932,1.0
3486,255.0,0.041361058411976306,1.3549046449802524,-0.06878049945850498,-1.986120285229414,1.0,1417.115884002693,1.0
3487,255.0,0.06845915131158135,1.550677750029157,-0.10850290516309326,-2.2992911271458203,1.0,1417.215884002693,1.0
3488,255.0,0.0994727063121645,1.74661694240826,-0.15448872770600966,-2.623308834625564,1.0,1417.3158840026929,1.0
3489,255.0,0.1344050451603297,1.9425468535290709,-0.20695490439852093,-2.9589427422368217,1.0,1417.4158840026928,1.0
3490,255.0,0.1732559822309111,2.138193203652038,-0.2661337592432574,-3.3065613057245784,1.0,1417.5158840026927,1.0
3491,256.0,0.004298264327723559,0.1919696577922544,0.03742387988930861,-0.2494314434682557,1.0,1417.6158840026926,1.0
3492,256.0,0.008137657483568646,0.3865377379993947,0.032435251019943497,-0.5300791587700637,1.0,1417.7158840026925,1.0
3493,256.0,0.01586841224355654,0.5811887575992616,0.021833667844542222,-0.8123678234930021,1.0,1417.8158840026924,1.0
3494,256.0,0.027492187395541774,0.7760049436299561,0.005586311374682181,-1.0981038639751615,1.0,1417.9158840026923,1.0
3495,256.0,0.043012286268140895,0.9710529070852664,-0.01637576590482105,-1.3890288770400356,1.0,1418.0158840026922,1.0
3496,256.0,0.06243334440984623,1.1663750130988255,-0.04415634344562176,-1.6867870129193525,1.0,1418.1158840026922,1.0
3497,256.0,0.08576084467182274,1.3619789882252886,-0.07789208370400881,-1.992884729867912,1.0,1418.215884002692,1.0
3498,256.0,0.11300042443632852,1.5578252397385925,-0.11774977830136704,-2.3086405052282584,1.0,1418.315884002692,1.0
3499,256.0,0.14415692923110038,1.7538115512497354,-0.1639225884059322,-2.635122804762981,1.0,1418.4158840026919,1.0
3500,256.0,0.1792331602560951,1.9497551615100472,-0.21662504450119183,-2.9730759110195315,1.0,1418.5158840026918,1.0
3501,257.0,-0.013533844734696515,0.17526195060111635,-0.00147158354348586,-0.2859844350543804,1.0,1418.6158840026917,1.0
3502,257.0,-0.010028605722674187,0.3704048581092926,-0.0071912722445734685,-0.5791311247773518,1.0,1418.7158840026916,1.0
3503,257.0,-0.002620508560488336,0.5656268473833552,-0.018773894740120506,-0.8740707526977872,1.0,1418.8158840026915,1.0
3504,257.0,0.00869202838717877,0.76099894987999,-0.03625530979407625,-1.1725964632744148,1.0,1418.9158840026914,1.0
3505,257.0,0.02391200738477857,0.9565729739953044,-0.05970723905956454,-1.4764214428306752,1.0,1419.0158840026913,1.0
3506,257.0,0.04304346686468466,1.152371266174193,-0.08923566791617804,-1.787139027934305,1.0,1419.1158840026912,1.0
3507,257.0,0.06609089218816852,1.348374617623973,-0.12497844847486414,-2.1061747316258965,1.0,1419.2158840026912,1.0
3508,257.0,0.09305838454064798,1.5445078690904468,-0.16710194310738208,-2.434728038804575,1.0,1419.315884002691,1.0
3509,257.0,0.12394854192245691,1.740623054086656,-0.21579650388347357,-2.7737029187366176,1.0,1419.415884002691,1.0
3510,258.0,0.0037111316157490103,0.2229774391415505,-0.03809591176315653,-0.31050826731877057,1.0,1419.5158840026909,1.0
3511,258.0,0.00817068039858002,0.41862086461783843,-0.04430607710953194,-0.6149579676468844,1.0,1419.6158840026908,1.0
3512,258.0,0.016543097690936787,0.6143329642719806,-0.05660523646246963,-0.9212597483013598,1.0,1419.7158840026907,1.0
3513,258.0,0.028829756976376398,0.8101722737024981,-0.07503043142849683,-1.2311812675175424,1.0,1419.8158840026906,1.0
3514,258.0,0.04503320245042636,1.006174797692238,-0.09965405677884767,-1.546396140472333,1.0,1419.9158840026905,1.0
3515,258.0,0.06515669840427112,1.2023423061978902,-0.13058197958829432,-1.8684373410470763,1.0,1420.0158840026904,1.0
3516,258.0,0.08920354452822891,1.3986287758638891,-0.16795072640923583,-2.1986424435749052,1.0,1420.1158840026903,1.0
3517,258.0,0.1171761200455067,1.594924636554369,-0.21192357528073394,-2.5380889383903313,1.0,1420.2158840026902,1.0
3518,259.0,-0.012384551490539115,0.2154862079205353,-0.022507328774396557,-0.26145516338459246,1.0,1420.3158840026902,1.0
3519,259.0,-0.008074827332128408,0.410922094286917,-0.027736432042088408,-0.5611513391450315,1.0,1420.41588400269,1.0
3520,259.0,0.00014361455360993244,0.21620015855301428,-0.03895945882498904,-0.27733424494485226,0.0,1401.2453126627136,1.0
3521,259.0,0.004467617724670218,0.4118556387198682,-0.04450614372388608,-0.5820459467024462,1.0,1420.51588400269,1.0
3522,259.0,0.012704730499067582,0.6075719778688013,-0.05614706265793501,-0.888410234647514,1.0,1420.6158840026899,1.0
3523,259.0,0.02485617005644361,0.8034091307610789,-0.07391526735088529,-1.198201618858501,1.0,1420.7158840026898,1.0
3524,259.0,0.04092435267166519,0.9994056314586206,-0.09787929972805531,-1.5131049263738563,1.0,1420.8158840026897,1.0
3525,259.0,0.060912465300837604,1.1955670171010155,-0.12814139825553245,-1.8346692455347275,1.0,1420.9158840026896,1.0
3526,259.0,0.08482380564285791,1.391852452622111,-0.164834783166227,-2.164253971808471,1.0,1421.0158840026895,1.0
3527,259.0,0.11266085469530013,1.5881591874008774,-0.2081198626023964,-2.5029650789919993,1.0,1421.1158840026894,1.0
3528,259.0,0.1444240384433177,1.7843048433598105,-0.2581791641822364,-2.8515811431084077,1.0,1421.2158840026893,1.0
3529,260.0,-0.0011482849821646203,0.21461167519485555,0.008565715557773735,-0.28977108571275323,1.0,1421.3158840026892,1.0
3530,260.0,0.0031439485217324907,0.40961044236212873,0.00277029384351867,-0.5797402164391072,1.0,1421.4158840026892,1.0
3531,260.0,0.011336157368975065,0.6046934625498406,-0.008824510485263474,-0.8715491584955999,1.0,1421.515884002689,1.0
3532,260.0,0.02343002661997188,0.7999343116445337,-0.026255493655175474,-1.1669934017781107,1.0,1421.615884002689,1.0
3533,260.0,0.03942871285286255,0.9953878950262166,-0.049595361690737694,-1.4677909588728884,1.0,1421.7158840026889,1.0
3534,260.0,0.05933647075338688,1.1910805590675777,-0.07895118086819547,-1.775544079583422,1.0,1421.8158840026888,1.0
3535,260.0,0.08315808193473843,1.3869983397385477,-0.11446206245986391,-2.091692857685957,1.0,1421.9158840026887,1.0
3536,260.0,0.1108980487295094,1.5830728849945646,-0.15629591961358305,-2.4174585283272303,1.0,1422.0158840026886,1.0
3537,260.0,0.14255950642940068,1.77916485530247,-0.20464509018012766,-2.7537752732055174,1.0,1422.1158840026885,1.0
3538,260.0,0.1781428035354501,1.9750450589764132,-0.259720595644238,-3.10121106320538,1.0,1422.2158840026884,1.0
3539,261.0,0.012475449883134225,0.20042772334047637,0.013817676114819722,-0.30952299353286017,1.0,1422.3158840026883,1.0
3540,261.0,0.01648400434994375,0.39535010259133063,0.007627216244162519,-0.5978163832149064,1.0,1422.4158840026882,1.0
3541,261.0,0.024391006401770363,0.5903645018538319,-0.004329111420135609,-0.8880870936775047,1.0,1422.5158840026882,1.0
3542,261.0,0.036198296438847005,0.7855449393630161,-0.0220908532936857,-1.1821277612900394,1.0,1422.615884002688,1.0
3543,261.0,0.051909195226107326,0.9809465115220108,-0.045733408519486485,-1.4816527872500855,1.0,1422.715884002688,1.0
3544,261.0,0.07152812545654755,1.1765955959089363,-0.0753664642644882,-1.7882604962966673,1.0,1422.8158840026879,1.0
3545,261.0,0.09506003737472628,1.372478154361031,-0.11113167419042155,-2.1033870239958627,1.0,1422.9158840026878,1.0
3546,261.0,0.1225096004619469,1.5685256767810498,-0.15319941467033882,-2.428249750036699,1.0,1423.0158840026877,1.0
3547,261.0,0.1538801139975679,1.7645985722669844,-0.2017644096710728,-2.763779106442172,1.0,1423.1158840026876,1.0
3548,261.0,0.1891720854429076,1.960467265581271,-0.2570399917999162,-3.1105392985732383,1.0,1423.2158840026875,1.0
3549,262.0,0.007569861873605993,0.14923383331515522,0.01563273010060691,-0.3222525041306572,1.0,1423.3158840026874,1.0
3550,262.0,0.010554538539909097,0.34412972380777895,0.009187680017993765,-0.6099647833206951,1.0,1423.4158840026873,1.0
3551,262.0,0.017437133016064678,0.5391220482306686,-0.0030116156484201392,-0.899739785135865,1.0,1423.5158840026872,1.0
3552,262.0,0.02821957398067805,0.7342846821148434,-0.021006411351137438,-1.1933678220565795,1.0,1423.6158840026872,1.0
3553,262.0,0.04290526762297492,0.9296723156563302,-0.04487376779226903,-1.492560041563298,1.0,1423.715884002687,1.0
3554,262.0,0.061498713936101526,0.7351242060140398,-0.07472496862353499,-1.2142201029078203,0.0,1403.592369796711,1.0
3555,262.0,0.07620119805638233,0.9311265233541175,-0.0990093706816914,-1.5293518306038734,1.0,1423.815884002687,1.0
3556,262.0,0.09482372852346468,1.1272933470020514,-0.12959640729376887,-1.851222217733652,1.0,1423.9158840026869,1.0
3557,262.0,0.11736959546350571,1.323581199595905,-0.1666208516484419,-2.1811797105029798,1.0,1424.0158840026868,1.0
3558,262.0,0.14384121945542383,1.5198838637286087,-0.2102444458585015,-2.520315943554957,1.0,1424.1158840026867,1.0
3559,263.0,0.033955192567556,0.17868321675574841,0.0037049370277971,-0.332122203987487,1.0,1424.2158840026866,1.0
3560,263.0,0.037528856902670965,0.3737522370247792,-0.00293750705195264,-0.6236344771793809,1.0,1424.3158840026865,1.0
3561,263.0,0.04500390164316655,0.5689150783402812,-0.015410196595540257,-0.9172411019473246,1.0,1424.4158840026864,1.0
3562,263.0,0.05638220320997217,0.37400483506988524,-0.03375501863448675,-0.6294408694489108,0.0,1405.7747212173085,1.0
3563,263.0,0.06386229991136988,0.17936978836741285,-0.046343836023464965,-0.34757670019045545,0.0,1407.7388374958464,1.0
3564,263.0,0.06744969567871814,0.3751192260037979,-0.053295370027274074,-0.6545058083663153,1.0,1424.5158840026863,1.0
3565,263.0,0.0749520801987941,0.570941141222589,-0.06638548619460038,-0.9634830432418711,1.0,1424.6158840026862,1.0
3566,263.0,0.08637090302324588,0.37677090323518536,-0.0856551470594378,-0.6923722370622173,0.0,1409.5265421465303,1.0
3567,263.0,0.09390632108794958,0.5729701939684168,-0.09950259180068215,-1.0107440574473885,1.0,1424.7158840026862,1.0
3568,263.0,0.10536572496731791,0.7692690090342578,-0.11971747294962992,-1.3329413642854198,1.0,1424.815884002686,1.0
3569,263.0,0.12075110514800307,0.9656795092650812,-0.14637630023533832,-1.6605613002116044,1.0,1424.915884002686,1.0
3570,263.0,0.14006469533330468,1.1621726155340948,-0.17958752623957042,-1.9950301642888078,1.0,1425.0158840026859,1.0
3571,263.0,0.16330814764398657,1.3586627559730646,-0.21948812952534658,-2.3375406644509127,1.0,1425.1158840026858,1.0
3572,264.0,0.03319449881027317,0.175801704022844,0.0015064867242354243,-0.30352034197932615,1.0,1425.2158840026857,1.0
3573,264.0,0.03671053289073005,0.37090215305167135,-0.004563920115351099,-0.5957277765075535,1.0,1425.3158840026856,1.0
3574,264.0,0.04412857595176348,0.5660876789889007,-0.01647847564550217,-0.8898448040813055,1.0,1425.4158840026855,1.0
3575,264.0,0.05545032953154149,0.37119315318681545,-0.03427537172712828,-0.602387158336946,0.0,1411.215476332146,1.0
3576,264.0,0.0628741925952778,0.5667773406721481,-0.0463231148938672,-0.9056661133785485,1.0,1425.5158840026854,1.0
3577,264.0,0.07420973940872076,0.3723122365869894,-0.06443643716143817,-0.6278954938471968,0.0,1412.7455170991998,1.0
3578,264.0,0.08165598414046055,0.5682715254612507,-0.07699434703838211,-0.9401556186550186,1.0,1425.6158840026853,1.0
3579,264.0,0.09302141464968557,0.7643421194962685,-0.09579745941148249,-1.2560041708420173,1.0,1425.7158840026852,1.0
3580,264.0,0.10830825703961093,0.9605509913000791,-0.12091754282832284,-1.5770894264460584,1.0,1425.8158840026852,1.0
3581,264.0,0.1275192768656125,1.1568884988334016,-0.15245933135724402,-1.9049085057751878,1.0,1425.915884002685,1.0
3582,264.0,0.15065704684228054,0.9637076875208417,-0.19055750147274778,-1.6631480714700058,0.0,1414.1625537895484,1.0
3583,264.0,0.16993120059269737,1.160469206475895,-0.22382046290214788,-2.008633380860636,1.0,1426.015884002685,1.0
3584,265.0,-0.04638428272002218,0.15511079700446764,-0.034292681051754724,-0.2850527023311169,1.0,1426.1158840026849,1.0
3585,265.0,-0.04328206677993283,0.3507046281721128,-0.03999373509837706,-0.5883510262771939,1.0,1426.2158840026848,1.0
3586,265.0,-0.03626797421649057,0.5463631468319848,-0.051760755623920934,-0.893359142712691,1.0,1426.3158840026847,1.0
3587,265.0,-0.025340711279850874,0.7421474668877028,-0.06962793847817475,-1.2018531730909372,1.0,1426.4158840026846,1.0
3588,265.0,-0.010497761942096817,0.9380973204268005,-0.0936650019399935,-1.5155198377052528,1.0,1426.5158840026845,1.0
3589,265.0,0.008264184466439192,1.1342196157133384,-0.12397539869409856,-1.8359110318192933,1.0,1426.6158840026844,1.0
3590,265.0,0.030948576780705964,1.3304751751110926,-0.16069361933048443,-2.1643904158657596,1.0,1426.7158840026843,1.0
3591,265.0,0.05755808028292782,1.5267632787020216,-0.2039814276477996,-2.5020701271513475,1.0,1426.8158840026842,1.0
3592,265.0,0.08809334585696825,1.7229040015055883,-0.25402283019082655,-2.8497370996677387,1.0,1426.9158840026842,1.0
3593,266.0,0.0035167282445898317,0.21823609673595828,-0.016633719248561538,-0.3307956835128205,1.0,1427.015884002684,1.0
3594,266.0,0.007881450179308998,0.41359082557364624,-0.023249632918817948,-0.6286773275070197,1.0,1427.115884002684,1.0
3595,266.0,0.016153266690781924,0.6090293976529683,-0.03582317946895834,-0.9285907329127585,1.0,1427.2158840026839,1.0
3596,266.0,0.02833385464384129,0.8046161787333045,-0.05439499412721351,-1.2323124395349625,1.0,1427.3158840026838,1.0
3597,266.0,0.04442617821850738,1.0003938026374473,-0.07904124291791276,-1.5415287732657401,1.0,1427.4158840026837,1.0
3598,266.0,0.06443405427125633,0.806306188113759,-0.10987181838322756,-1.2745202387263719,0.0,1415.5878868108618,1.0
3599,266.0,0.08056017803353151,1.0026447087677486,-0.13536222315775498,-1.5994895478597984,1.0,1427.5158840026836,1.0
3600,266.0,0.10061307220888648,0.8093611511788845,-0.16735201411495093,-1.3518913727914845,0.0,1416.880686530044,1.0
3601,266.0,0.11680029523246416,1.006142103149913,-0.19438984157078062,-1.6919112019695148,1.0,1427.6158840026835,1.0
3602,266.0,0.1369231372954624,1.202905499960433,-0.22822806561017092,-2.0382888143081788,1.0,1427.7158840026834,1.0
3603,267.0,-0.03719066084686767,0.15400939977940037,0.018444398267415344,-0.2485095721627681,1.0,1427.8158840026833,1.0
3604,267.0,-0.03411047285127966,0.34886315272661694,0.013474206824159982,-0.5353181410325405,1.0,1427.9158840026832,1.0
3605,267.0,-0.027133209796747323,0.5437930650610304,0.0027678440035091723,-0.8237251702315622,1.0,1428.0158840026832,1.0
3606,267.0,-0.016257348495526715,0.7388770444320444,-0.01370665940112207,-1.115536273292795,1.0,1428.115884002683,1.0
3607,267.0,-0.001479807606885826,0.9341762197064893,-0.03601738486697797,-1.412487149810305,1.0,1428.215884002683,1.0
3608,267.0,0.017203716787243962,1.1297256214419278,-0.06426712786318407,-1.7162078371807794,1.0,1428.3158840026829,1.0
3609,267.0,0.03979822921608252,1.3255230836687888,-0.09859128460679967,-2.0281792495918998,1.0,1428.4158840026828,1.0
3610,267.0,0.06630869088945829,1.521515863087049,-0.13915486959863765,-2.3496796551412413,1.0,1428.5158840026827,1.0
3611,267.0,0.09673900815119926,1.717584698872157,-0.18614846270146249,-2.6817196054469545,1.0,1428.6158840026826,1.0
3612,267.0,0.1310907021286424,1.9135254310552996,-0.23978285481040157,-3.0249653291029825,1.0,1428.7158840026825,1.0
3613,268.0,0.0024372128220715022,0.16546058293729707,0.0013137869226460333,-0.3232161448151299,1.0,1428.8158840026824,1.0
3614,268.0,0.005746424480817443,0.36056380181278597,-0.005150535973656565,-0.6154844673178602,1.0,1428.9158840026823,1.0
3615,268.0,0.012957700517073163,0.5557573355324518,-0.01746022532001377,-0.9097851352135712,1.0,1429.0158840026822,1.0
3616,268.0,0.024072847227722197,0.751111184989222,-0.03565592802428519,-1.2079042893556966,1.0,1429.1158840026822,1.0
3617,268.0,0.03909507092750664,0.9466751328630387,-0.05981401381139912,-1.511544380717813,1.0,1429.215884002682,1.0
3618,268.0,0.058028573584767415,1.1424684171700685,-0.09004490142575539,-1.822283930239324,1.0,1429.315884002682,1.0
3619,268.0,0.08087794192816879,1.338467480951552,-0.12649058003054187,-2.1415288893515063,1.0,1429.4158840026819,1.0
3620,268.0,0.10764729154719982,1.5345913722242994,-0.169321157817572,-2.4704535374526686,1.0,1429.5158840026818,1.0
3621,268.0,0.1383391189916858,1.7306846694075717,-0.21873022856662538,-2.809929998531951,1.0,1429.6158840026817,1.0
3622,269.0,0.03290674548868658,0.20831986925404586,0.036916265066140395,-0.26659725848484106,1.0,1429.7158840026816,1.0
3623,269.0,0.03707314287376749,0.40289603339870983,0.03158431989644357,-0.5474117325253901,1.0,1429.8158840026815,1.0
3624,269.0,0.04513106354174169,0.5975603482165054,0.02063608524593577,-0.8299783272495109,1.0,1429.9158840026814,1.0
3625,269.0,0.0570822705060718,0.7923942294553302,0.004036518700945551,-1.116100345632402,1.0,1430.0158840026813,1.0
3626,269.0,0.0729301550951784,0.9874629647154505,-0.018285488211702488,-1.4075143314885428,1.0,1430.1158840026812,1.0
3627,269.0,0.09267941438948742,1.182806979722431,-0.04643577484147335,-1.7058570030374036,1.0,1430.2158840026812,1.0
3628,269.0,0.11633555398393604,1.3784313056419297,-0.08055291490222141,-2.0126243950019074,1.0,1430.315884002681,1.0
3629,269.0,0.14390418009677464,1.5742927311475639,-0.12080540280225957,-2.3291208269489703,1.0,1430.415884002681,1.0
3630,269.0,0.17539003471972592,1.7702843205180325,-0.16738781934123897,-2.656396063855347,1.0,1430.5158840026809,1.0
3631,269.0,0.21079572113008657,1.57676443846672,-0.22051574061834592,-2.4191559148468387,0.0,1418.3442062773076,1.0
3632,270.0,0.011478204493039561,0.22168401627108414,0.00902297430925577,-0.26853791023073426,1.0,1430.6158840026808,1.0
3633,270.0,0.015911884818461244,0.41667604508889516,0.0036522161046410847,-0.5583613287660775,1.0,1430.7158840026807,1.0
3634,270.0,0.024245405720239147,0.22150301756735938,-0.007515010470680465,-0.2645299908471905,0.0,1419.6813740498449,1.0
3635,270.0,0.028675466071586334,0.4167314212006116,-0.012805610287624274,-0.559573719419124,1.0,1430.8158840026806,1.0
3636,270.0,0.03701009449559857,0.612030748482044,-0.023997084676006752,-0.8562634377761742,1.0,1430.9158840026805,1.0
3637,270.0,0.04925070946523945,0.8074713238080243,-0.041122353431530236,-1.1563943607828395,1.0,1431.0158840026804,1.0
3638,270.0,0.06540013594139993,1.003104537610937,-0.06425024064718703,-1.4616826623344514,1.0,1431.1158840026803,1.0
3639,270.0,0.08546222669361866,1.198952490446694,-0.09348389389387605,-1.7737250182807711,1.0,1431.2158840026802,1.0
3640,270.0,0.10944127650255255,1.3949958250672978,-0.1289583942594915,-2.0939502540197075,1.0,1431.3158840026801,1.0
3641,270.0,0.1373411930038985,1.5911592951524636,-0.17083739933988565,-2.4235609290378246,1.0,1431.41588400268,1.0
3642,270.0,0.16916437890694777,1.787294909690019,-0.21930861792064216,-2.7634637971443508,1.0,1431.51588400268,1.0
3643,271.0,-0.04134874798718323,0.24066353185728476,0.04020080517653134,-0.23867839013160827,1.0,1431.6158840026799,1.0
3644,271.0,-0.03653547735003754,0.43518880880964556,0.03542723737389917,-0.5184147038837943,1.0,1431.7158840026798,1.0
3645,271.0,-0.027831701173844627,0.6297945293589381,0.025058943296223282,-0.7997266890485342,1.0,1431.8158840026797,1.0
3646,271.0,-0.015235810586665864,0.8245639360094587,0.0090644095152526,-1.0844225163441852,1.0,1431.9158840026796,1.0
3647,271.0,0.0012554681335233096,1.019565124507385,-0.012624040811631106,-1.3742473827811243,1.0,1432.0158840026795,1.0
3648,271.0,0.021646770623671006,1.2148425676151753,-0.040108988467253595,-1.6708515766733636,1.0,1432.1158840026794,1.0
3649,271.0,0.045943621975974513,1.4104069020699856,-0.07352602000072087,-1.975751033347258,1.0,1432.2158840026793,1.0
3650,271.0,0.07415176001737422,1.6062224461815315,-0.11304104066766603,-2.290277940168831,1.0,1432.3158840026792,1.0
3651,271.0,0.10627620894100485,1.80219209517292,-0.15884659947104265,-2.6155196290506098,1.0,1432.4158840026791,1.0
3652,271.0,0.14232005084446325,1.9981395694490236,-0.21115699205205485,-2.9522452385193585,1.0,1432.515884002679,1.0
3653,272.0,0.025237176849414324,0.18251113056369125,-0.003411579969692757,-0.3287470521782292,1.0,1432.615884002679,1.0
3654,272.0,0.02888739946068815,0.3776814825298256,-0.009986521013257341,-0.6225038790216122,1.0,1432.7158840026789,1.0
3655,272.0,0.03644102911128466,0.5729414452805389,-0.022436598593689586,-0.9183152065998617,1.0,1432.8158840026788,1.0
3656,272.0,0.04789985801689544,0.7683594075075587,-0.04080290272568682,-1.2179641794084244,1.0,1432.9158840026787,1.0
3657,272.0,0.06326704616704662,0.9639830292524036,-0.06516218631385531,-1.5231481040007067,1.0,1433.0158840026786,1.0
3658,272.0,0.08254670675209469,1.1598287135894552,-0.09562514839386944,-1.835437292393721,1.0,1433.1158840026785,1.0
3659,272.0,0.10574328102388379,1.3558691469992226,-0.13233389424174385,-2.1562254635598936,1.0,1433.2158840026784,1.0
3660,272.0,0.13286066396386825,1.55201849687026,-0.17545840351294173,-2.486669690596183,1.0,1433.3158840026783,1.0
3661,272.0,0.16390103390127345,1.3587394142905946,-0.22519179732486538,-2.252522795754379,0.0,1421.1448250451283,1.0
3662,273.0,0.023113547558448303,0.23802381128222094,0.013940094514535473,-0.32151873532986525,1.0,1433.4158840026782,1.0
3663,273.0,0.027874023784092723,0.4329445015032986,0.007509719807938168,-0.6097731074174377,1.0,1433.5158840026781,1.0
3664,273.0,0.0365329138141587,0.6279606758335908,-0.004685742340410586,-0.900081283497129,1.0,1433.615884002678,1.0
3665,273.0,0.049092127330830515,0.8231458093648163,-0.022687368010353166,-1.1942333728666337,1.0,1433.715884002678,1.0
3666,273.0,0.06555504351812684,1.0185540960820876,-0.04657203546768584,-1.4939398852605659,1.0,1433.8158840026779,1.0
3667,273.0,0.08592612543976859,1.2142105937933865,-0.07645083317289716,-1.8007936411673626,1.0,1433.9158840026778,1.0
3668,273.0,0.11021033731563631,1.4100994464746068,-0.11246670599624442,-2.116223306727736,1.0,1434.0158840026777,1.0
3669,273.0,0.13841232624512845,1.606149732470963,-0.15479117213079913,-2.441436400514789,1.0,1434.1158840026776,1.0
3670,273.0,0.1705353208945477,1.80221875870021,-0.2036199001410949,-2.7773506527026286,1.0,1434.2158840026775,1.0
3671,273.0,0.20657969606855192,1.998073080892937,-0.2591669131951475,-3.1245143376474585,1.0,1434.3158840026774,1.0
3672,274.0,0.0040900452913025945,0.2174660989195124,-0.03368571043272918,-0.34047439582626665,1.0,1434.4158840026773,1.0
3673,274.0,0.008439367269692842,0.41305074514747664,-0.04049519834925451,-0.6435866555035699,1.0,1434.5158840026772,1.0
3674,274.0,0.016700382172642376,0.6087129977305373,-0.05336693145932591,-0.9487417577385833,1.0,1434.6158840026771,1.0
3675,274.0,0.028874642127253124,0.8045112500469453,-0.07234176661409758,-1.257703437454859,1.0,1434.715884002677,1.0
