,Episode,CartPosition,CartVelocity,PoleAngle,PoleTipVelocity,Action,QValue
2007,126.0,-0.04639558530225942,0.2397085647291614,-0.012076461234015465,-0.2892569327756228,1.0,1164.373945984302
2008,126.0,-0.041601414007676196,0.43500062355702585,-0.017861599889527922,-0.5857240534000421,1.0,1164.6680822720182
2009,126.0,-0.03290140153653568,0.6303681435242476,-0.029576080957528762,-0.8839796186747809,1.0,1164.9622185597343
2010,126.0,-0.02029403866605073,0.825878957193143,-0.04725567333102438,-1.1858116821643454,1.0,1165.2563548474504
2011,126.0,-0.0037764595221878687,1.021580858324768,-0.07097190697431129,-1.4929248263457737,1.0,1165.5504911351666
2012,126.0,0.016655157644307493,1.2174909559845988,-0.10083040350122677,-1.8068984106006505,1.0,1165.8446274228827
2013,126.0,0.04100497676399947,1.4135831740680136,-0.13696837171323978,-2.1291367189915102,1.0,1166.1387637105988
2014,126.0,0.06927664024535975,1.6097734728004505,-0.17955110609306998,-2.4608089434763696,1.0,1166.432899998315
2015,126.0,0.10147210970136876,1.805902682254246,-0.22876728496259738,-2.8027781325275445,1.0,1166.727036286031
2016,127.0,0.02087368372185373,0.19659052876760247,-0.04739261488392278,-0.2602013373511837,1.0,1167.0177663250552
2017,127.0,0.024805494297205778,0.3923558637512843,-0.052596641630946454,-0.5674478395140472,1.0,1167.3084963640792
2018,127.0,0.03265261157223146,0.5881746210248643,-0.06394559842122739,-0.8762260672794369,1.0,1167.5992264031033
2019,127.0,0.044416103992728745,0.7841047401811485,-0.08147011976681613,-1.1883077724572315,1.0,1167.8899564421274
2020,127.0,0.06009819879635171,0.9801827998334243,-0.10523627521596077,-1.505375045540775,1.0,1168.1806864811515
2021,127.0,0.0797018547930202,1.1764122124250174,-0.13534377612677628,-1.8289731746646862,1.0,1168.4714165201756
2022,127.0,0.10323009904152054,1.3727496645342596,-0.17192323962007,-2.1604557945968583,1.0,1168.7621465591997
2023,127.0,0.13068509233220574,1.5690894404587876,-0.21513235551200716,-2.5009204691454268,1.0,1169.0528765982237
2024,128.0,0.028559453291307803,0.2112065791900377,0.027862289494580736,-0.3022106462713897,1.0,1169.3402268965965
2025,128.0,0.03278358487510856,0.4059205760140042,0.021818076569152942,-0.5859778271389982,1.0,1169.6275771949693
2026,128.0,0.04090199639538865,0.6007302473399223,0.010098520026372978,-0.8717087800670349,1.0,1169.914927493342
2027,128.0,0.05291660134218709,0.7957134122793225,-0.007335655574967721,-1.1611996998744443,1.0,1170.2022777917148
2028,128.0,0.06883086958777354,0.9909301451694377,-0.030559649572456604,-1.4561735839124341,1.0,1170.4896280900875
2029,128.0,0.0886494724911623,1.1864135301277092,-0.05968312125070529,-1.7582448903096788,1.0,1170.7769783884603
2030,128.0,0.11237774309371648,1.3821585362063857,-0.09484801905689887,-2.068876033161877,1.0,1171.064328686833
2031,128.0,0.1400209138178442,1.5781085270794932,-0.1362255397201364,-2.389323440508434,1.0,1171.3516789852058
2032,128.0,0.17158308435943406,1.7741391512280573,-0.18401200853030508,-2.720571781693001,1.0,1171.6390292835786
2033,128.0,0.2070658673839952,1.9700397638612361,-0.2384234441641651,-3.0632565065085116,1.0,1171.9263795819513
2034,129.0,-0.02161003736156886,0.2311134393109081,-0.034191421386487765,-0.2567671602566742,1.0,1172.2103762383165
2035,129.0,-0.016987768575350698,0.03649590341471878,-0.03932676459162125,0.024938202112852192,0.0,1161.8795423378624
2036,129.0,-0.01625785050705632,-0.1580406461792869,-0.03882800054936421,0.3049583150142109,0.0,1165.097461279421
2037,129.0,-0.01941866343064206,0.03761250157287266,-0.03272883424907999,0.0002872285731580493,1.0,1172.4943728946816
2038,129.0,-0.018666413399184605,0.23318817353938873,-0.03272308967761683,-0.3025397308418817,1.0,1172.7783695510468
2039,129.0,-0.01400264992839683,0.42876084733114406,-0.03877388429445446,-0.6053605625442144,1.0,1173.062366207412
2040,129.0,-0.00542743298177395,0.624402945522676,-0.05088109554533875,-0.9099998049807239,1.0,1173.3463628637771
2041,129.0,0.00706062592867957,0.8201752048535387,-0.06908109164495323,-1.218230740332737,1.0,1173.6303595201423
2042,129.0,0.023464130025750346,1.016116477846367,-0.09344570645160796,-1.53173531691131,1.0,1173.9143561765075
2043,129.0,0.043786459582677684,1.2122322635715657,-0.12408041278983416,-1.8520586251029862,1.0,1174.1983528328726
2044,129.0,0.068031104854109,1.4084813867131762,-0.16112158529189388,-2.180555241544718,1.0,1174.4823494892378
2045,129.0,0.09620073258837253,1.6047604623626708,-0.20473269012278825,-2.5183255948769117,1.0,1174.766346145603
2046,129.0,0.12829594183562595,1.80088615249009,-0.2550992020203265,-2.8661419092539924,1.0,1175.050342801968
2047,130.0,-0.004396780191122241,0.2148334408183189,-0.046194199963701325,-0.33348286339489835,1.0,1175.3310115149843
2048,130.0,-0.00010011137475586258,0.4105813899738341,-0.052863857231599296,-0.6403678274974491,1.0,1175.6116802280005
2049,130.0,0.00811151642472082,0.6063989313575642,-0.06567121378154828,-0.9492185493552519,1.0,1175.8923489410167
2050,130.0,0.020239495051872104,0.8023405689302714,-0.08465558476865331,-1.2617909161344538,1.0,1176.173017654033
2051,130.0,0.03628630643047753,0.9984368915297264,-0.10989140309134239,-1.5797410508832586,1.0,1176.4536863670492
2052,130.0,0.05625504426107206,1.1946824636062525,-0.14148622410900757,-1.904576868820155,1.0,1176.7343550800654
2053,130.0,0.0801486935331971,1.3910218448341658,-0.17957776148541066,-2.2376013668065493,1.0,1177.0150237930816
2054,130.0,0.10796913042988042,1.587333444692145,-0.22432978882154164,-2.5798460521091853,1.0,1177.2956925060978
2055,131.0,0.009946090652989584,-0.19850185604824377,0.044416567047183206,0.2766775969794177,0.0,1168.758202904256
2056,131.0,0.005976053532024708,-0.0040408025290933625,0.04995011898677156,-0.0016721239993409132,1.0,1177.573058583564
2057,131.0,0.0058952374814428415,0.1903305266546508,0.049916676506784746,-0.2781862448885491,1.0,1177.8504246610303
2058,131.0,0.009701848014535858,0.3847061467139826,0.044352951609013765,-0.5547171005762268,1.0,1178.1277907384965
2059,131.0,0.01739597094881551,0.5791781822093997,0.033258609597489226,-0.8331027861758405,1.0,1178.4051568159628
2060,131.0,0.0289795345930035,0.7738302755750854,0.016596553873972415,-1.115143228788593,1.0,1178.682522893429
2061,131.0,0.04445614010450521,0.9687304581117887,-0.005706310701799444,-1.4025740773783808,1.0,1178.9598889708952
2062,131.0,0.06383074926674098,1.1639228276622025,-0.03375779224936706,-1.6970355110708575,1.0,1179.2372550483615
2063,131.0,0.08710920581998503,1.3594174214365649,-0.06769850247078421,-2.0000332360497795,1.0,1179.5146211258277
2064,131.0,0.11429755424871633,1.555177760626957,-0.1076991671917798,-2.312889271825819,1.0,1179.791987203294
2065,131.0,0.14540110946125548,1.7511057202697222,-0.15395695262829617,-2.6366807947288446,1.0,1180.0693532807602
2066,131.0,0.18042322386664994,1.9470237047264594,-0.20669056852287307,-2.972166545096551,1.0,1180.3467193582264
2067,131.0,0.21936369796117913,2.142654658514189,-0.2661338994248041,-3.3197023771595515,1.0,1180.6240854356927
2068,132.0,-0.04820307383429312,0.2374990111994172,-0.012925786382657803,-0.3190673258463663,1.0,1180.8981738033976
2069,132.0,-0.04345309361030478,0.43280264523133494,-0.01930713289958513,-0.6157983797068718,1.0,1181.1722621711026
2070,132.0,-0.03479704070567808,0.23795568923971672,-0.031623100493722564,-0.3292583626016479,0.0,1172.4348405130036
2071,132.0,-0.030037926920883744,0.04329785194663674,-0.038208267745755524,-0.04671323292340668,0.0,1175.1037545209267
2072,132.0,-0.029171969881951008,0.23894626219853843,-0.039142532404223655,-0.351202155911606,1.0,1181.4463505388076
2073,132.0,-0.02439304463798024,0.04440218870678281,-0.046166575522455774,-0.07111453452161587,0.0,1177.1162746781845
2074,132.0,-0.023505000863844584,0.24015456168955698,-0.04758886621288809,-0.3779983888101943,1.0,1181.7204389065125
2075,132.0,-0.018701909630053443,0.4359189300617904,-0.055148833989091976,-0.6852983397289345,1.0,1181.9945272742175
2076,132.0,-0.009983531028817634,0.6317613995202588,-0.06885480078367066,-0.9948209712654769,1.0,1182.2686156419225
2077,132.0,0.0026516969615875408,0.827733406768088,-0.0887512202089802,-1.308309752030889,1.0,1182.5427040096274
2078,132.0,0.019206365096949302,1.0238607521030239,-0.11491741524959798,-1.6274015091485161,1.0,1182.8167923773324
2079,132.0,0.03968358013900978,1.2201312191902003,-0.1474654454325683,-1.9535767922449276,1.0,1183.0908807450373
2080,132.0,0.06408620452281379,1.4164802644312628,-0.18653698127746685,-2.2881016748059886,1.0,1183.3649691127423
2081,132.0,0.09241580981143904,1.2235102763902073,-0.2322990147735866,-2.058192430099898,0.0,1179.1030575037444
2082,133.0,-0.01950782209211638,0.24222879619613116,-0.04014987391509628,-0.32618354247342557,1.0,1183.6358043230496
2083,133.0,-0.014663246168193759,0.43789870300935874,-0.04667354476456479,-0.6312527595412007,1.0,1183.9066395333568
2084,133.0,-0.005905272108006584,0.6336397334116837,-0.0592985999553888,-0.938261599246094,1.0,1184.177474743664
2085,133.0,0.00676752256022709,0.8295088850762075,-0.07806383194031069,-1.248972496588567,1.0,1184.4483099539714
2086,133.0,0.02335770026175124,1.0255399267787335,-0.10304328187208203,-1.5650510232836043,1.0,1184.7191451642786
2087,133.0,0.04386849879732591,1.2217315431008795,-0.13434430233775413,-1.8880186120079143,1.0,1184.989980374586
2088,133.0,0.0683031296593435,1.0283012990519629,-0.17210467457791243,-1.6398661606687641,0.0,1180.9682787078384
2089,133.0,0.08886915564038275,0.835563442269218,-0.2049019977912877,-1.4053798461150695,0.0,1182.3283323348521
2090,133.0,0.10558042448576711,1.0325536085826883,-0.2330095947135891,-1.754504354306845,1.0,1185.2608155848932
2091,134.0,0.04319434294389412,0.20363989674753907,0.020724304591427264,-0.24590636146414835,1.0,1185.5284218250702
2092,134.0,0.0472671408788449,0.3984598170999418,0.0158061773621443,-0.5319809789303072,1.0,1185.7960280652471
2093,134.0,0.055236337220843736,0.5933559237558028,0.005166557783538155,-0.8196417980884865,1.0,1186.063634305424
2094,134.0,0.0671034556959598,0.7884067856168236,-0.011226278178231576,-1.110695224741845,1.0,1186.331240545601
2095,134.0,0.08287159140829627,0.9836744127921218,-0.033440182673068475,-1.4068786650713443,1.0,1186.598846785778
2096,134.0,0.1025450796641387,1.1791950336053016,-0.06157775597449536,-1.7098252129695333,1.0,1186.866453025955
2097,134.0,0.12612898033624473,1.3749680996384093,-0.09577426023388602,-2.0210206570761082,1.0,1187.134059266132
2098,134.0,0.1536283423290129,1.5709430105045143,-0.1361946733754082,-2.3417504433019056,1.0,1187.401665506309
2099,134.0,0.18504720253910317,1.7670032712849941,-0.1830296822414463,-2.6730350695615432,1.0,1187.669271746486
2100,134.0,0.22038726796480307,1.962948182146685,-0.23649038363267716,-3.015553855526459,1.0,1187.936877986663
2101,135.0,0.017352120114792174,0.23436773718316617,0.03660666845313187,-0.29286566994718793,1.0,1188.2012790869646
2102,135.0,0.022039474858455498,0.428949155956749,0.030749355054188108,-0.5737823015826805,1.0,1188.4656801872663
2103,135.0,0.030618457977590476,0.6236268049210473,0.019273709022534495,-0.8566218459678316,1.0,1188.730081287568
2104,135.0,0.04309099407601142,0.8184809129511601,0.0021412721031778617,-1.1431826023626086,1.0,1188.9944823878698
2105,135.0,0.05946061233503462,1.013574819938835,-0.02072237994407431,-1.4351932584411813,1.0,1189.2588834881715
2106,135.0,0.07973210873381133,0.8187144551906332,-0.049426245112897935,-1.1490574100268778,0.0,1184.4251787857897
2107,135.0,0.096106397837624,1.0144454967435577,-0.07240739331343549,-1.456820824183716,1.0,1189.5232845884732
2108,135.0,0.11639530777249515,1.2103774246421493,-0.10154380979710981,-1.771217801288195,1.0,1189.787685688775
2109,135.0,0.14060285626533814,1.4064879593909494,-0.13696816582287372,-2.0936709148578405,1.0,1190.0520867890766
2110,135.0,0.16873261545315713,1.602698180045801,-0.17884158412003054,-2.425372690666856,1.0,1190.3164878893783
2111,135.0,0.20078657905407316,1.798855541557307,-0.22734903793336766,-2.7672153801157107,1.0,1190.58088898968
2112,136.0,0.04625977531847567,0.22533667572790955,-0.0271579900770524,-0.28901125766313146,1.0,1190.8421084311956
2113,136.0,0.050766508833033866,0.4208351599665048,-0.03293821523031503,-0.5901343149172258,1.0,1191.1033278727111
2114,136.0,0.05918321203236396,0.6164024431308913,-0.044740901528659546,-0.8930082063563745,1.0,1191.3645473142267
2115,136.0,0.07151126089498179,0.8121017461730926,-0.06260106565578703,-1.1994128414184275,1.0,1191.6257667557422
2116,136.0,0.08775329581844364,1.0079752480523183,-0.08658932248415559,-1.5110402713297169,1.0,1191.8869861972578
2117,136.0,0.10791280077949,1.2040328863237284,-0.11681012791074992,-1.8294503906808097,1.0,1192.1482056387733
2118,136.0,0.13199345850596458,1.4002393199685983,-0.15339913572436611,-2.1560185868390445,1.0,1192.4094250802889
2119,136.0,0.15999824490533654,1.596498665683844,-0.196519507461147,-2.4918733943137084,1.0,1192.6706445218044
2120,136.0,0.19192821821901343,1.792636966734513,-0.24635697534742115,-2.8378235363231807,1.0,1192.93186396332
2121,137.0,0.03898249561063444,0.2102270623216302,-0.022118765704705622,-0.29923773698441425,1.0,1193.1899248855907
2122,137.0,0.04318703685706704,0.4056571985625839,-0.028103520444393907,-0.5988136220018573,1.0,1193.4479858078614
2123,137.0,0.05130018082831872,0.6011608576490329,-0.04007979288443105,-0.9002146579392454,1.0,1193.7060467301321
2124,137.0,0.06332339798129938,0.7968023334103658,-0.05808408604321596,-1.2052215003363727,1.0,1193.9641076524028
2125,137.0,0.0792594446495067,0.9926248701198573,-0.08218851604994341,-1.5155270716427216,1.0,1194.2221685746736
2126,137.0,0.09911194205190385,0.7985880504819817,-0.11249905748279784,-1.2495905501362183,0.0,1187.2114599284575
2127,137.0,0.11508370306154349,0.9949577229505138,-0.13749086848552222,-1.5752880785500378,1.0,1194.4802294969443
2128,137.0,0.13498285752055378,1.191424874336199,-0.168996630056523,-1.9075027982231472,1.0,1194.738290419215
2129,137.0,0.15881135500727775,1.387920812495342,-0.20714668602098593,-2.2474966378449017,1.0,1194.9963513414857
2130,137.0,0.1865697712571846,1.5843079157554047,-0.252096618777884,-2.596246186371564,1.0,1195.2544122637564
2131,138.0,0.024374756203927858,0.20861751328758638,0.024613738438008934,-0.252845447887928,1.0,1195.5093374721744
2132,138.0,0.028547106469679586,0.40337951312106324,0.019556829480250372,-0.53766424827494,1.0,1195.7642626805923
2133,138.0,0.036614696732100854,0.5982211255364609,0.008803544514751573,-0.8241214365777607,1.0,1196.0191878890103
2134,138.0,0.04857911924283007,0.7932215550159152,-0.007678884216803643,-1.1140225374647925,1.0,1196.2741130974282
2135,138.0,0.06444355034314837,0.9884434887453926,-0.029959334966099496,-1.4091043743901812,1.0,1196.5290383058461
2136,138.0,0.08421242011805623,1.1839239822908694,-0.05814142245390312,-1.7110002596019687,1.0,1196.783963514264
2137,138.0,0.10789089976387362,1.3796635621529512,-0.09236142764594249,-2.0211974561856687,1.0,1197.038888722682
2138,138.0,0.13548417100693264,1.5756130358383036,-0.13278537676965585,-2.3409845468720416,1.0,1197.2938139311
2139,138.0,0.1669964317236987,1.7716577164802203,-0.17960506770709667,-2.6713871662225355,1.0,1197.548739139518
2140,138.0,0.20242958605330313,1.9675991494235374,-0.23303281103154738,-3.013091995337901,1.0,1197.8036643479359
2141,139.0,-0.01374476297926674,0.15935854439989047,-0.03726345727538045,-0.30440362535997895,1.0,1198.0554763209298
2142,139.0,-0.010557592091268931,0.35499117812684716,-0.04335152978258003,-0.6086017842376357,1.0,1198.3072882939236
2143,139.0,-0.003457768528731988,0.16050124022351858,-0.05552356546733274,-0.32988232915764065,0.0,1190.2573343341599
2144,139.0,-0.0002477437242616163,0.3563678159273134,-0.062121212050485555,-0.6395449783198958,1.0,1198.5591002669175
2145,139.0,0.006879612594284653,0.5522983593406809,-0.07491211161688346,-0.9511257891058162,1.0,1198.8109122399114
2146,139.0,0.017925579781098273,0.7483442410598647,-0.0939346273989998,-1.2663734334871548,1.0,1199.0627242129053
2147,139.0,0.03289246460229557,0.9445323944458318,-0.1192620960687429,-1.586934471417478,1.0,1199.3145361858992
2148,139.0,0.05178311249121221,1.140852889140979,-0.15100078549709245,-1.9143034246406394,1.0,1199.566348158893
2149,139.0,0.07460017027403179,1.3372446644477587,-0.18928685398990525,-2.249764698557813,1.0,1199.818160131887
2150,139.0,0.10134506356298696,1.5335791545131943,-0.2342821479610615,-2.5943248499666107,1.0,1200.069972104881
2151,140.0,0.026877699493541417,0.15066942284933038,0.020642454357945986,-0.29840581204942473,1.0,1200.3186930008976
2152,140.0,0.029891087950528025,0.3454911348708345,0.014674338116957491,-0.5845076699603962,1.0,1200.5674138969143
2153,140.0,0.03680091064794472,0.5404044849441624,0.002984184717749567,-0.872532116138125,1.0,1200.816134792931
2154,140.0,0.04760900034682797,0.34524208005360324,-0.014466457605012932,-0.5789124632898621,0.0,1193.1322495411432
2155,140.0,0.05451384194790003,0.540563751870655,-0.026044706870810175,-0.8761173042846058,1.0,1201.0648556889478
2156,140.0,0.06532511698531313,0.7360298522711959,-0.04356705295650229,-1.1768732962672752,1.0,1201.3135765849645
2157,140.0,0.08004571403073704,0.9316898201655855,-0.06710451888184779,-1.4828894192126438,1.0,1201.5622974809812
2158,140.0,0.09867951043404875,1.1275629675135255,-0.09676230726610066,-1.795751798847314,1.0,1201.811018376998
2159,140.0,0.12123076978431926,1.3236261366406858,-0.13267734324304695,-2.11687457616166,1.0,1202.0597392730147
2160,140.0,0.147703292517133,1.5197990764190619,-0.17501483476628016,-2.447440615265143,1.0,1202.3084601690314
2161,140.0,0.17809927404551423,1.7159274055259688,-0.223963647071583,-2.7883310986852967,1.0,1202.557181065048
2162,141.0,-0.047413401775977825,0.2434977927622316,0.038855799958477676,-0.32000026654937685,1.0,1202.802832729337
2163,141.0,-0.04254344592073319,0.4380454553758672,0.03245579462749014,-0.6001807651544425,1.0,1203.048484393626
2164,141.0,-0.033782536813215844,0.6326986758653478,0.020452179324401288,-0.8824664982491215,1.0,1203.294136057915
2165,141.0,-0.021128563295908887,0.8275369696908269,0.002802849359418859,-1.168650295159662,1.0,1203.539787722204
2166,141.0,-0.00457782390209235,1.0226223466225692,-0.020570156543774382,-1.460453174487442,1.0,1203.785439386493
2167,141.0,0.015874623030359036,1.2179903714362683,-0.049779220033523225,-1.7594904136863707,1.0,1204.031091050782
2168,141.0,0.040234430459084404,1.4136393199133435,-0.08496902830725064,-2.067229349419514,1.0,1204.276742715071
2169,141.0,0.06850721685735127,1.609516939095987,-0.12631361529564092,-2.3849366236055984,1.0,1204.5223943793599
2170,141.0,0.100697555639271,1.80550453777663,-0.17401234776775287,-2.7136134120754187,1.0,1204.7680460436488
2171,141.0,0.1368076463948036,2.0013985192348644,-0.22828461600926125,-3.053918635591516,1.0,1205.0136977079378
2172,142.0,-0.0023346781963728184,0.1870328852831702,0.028972074814719046,-0.3087631199495451,1.0,1205.2563016791448
2173,142.0,0.0014059795092905857,0.38173030671518976,0.022796812415728146,-0.5921700932327116,1.0,1205.4989056503518
2174,142.0,0.009040585643594381,0.5765258238489789,0.010953410551073912,-0.8775857642359102,1.0,1205.7415096215589
2175,142.0,0.02057110212057396,0.7714972180723695,-0.00659830473364429,-1.1668050733459552,1.0,1205.9841135927659
2176,142.0,0.03600104648202135,0.9667044100406668,-0.029934406200563396,-1.4615493746936046,1.0,1206.226717563973
2177,142.0,0.055335134682834686,1.1621802205390543,-0.05916539369443549,-1.763431131578722,1.0,1206.46932153518
2178,142.0,0.07857873909361578,1.3579192398632909,-0.09443401632600994,-2.073910394778029,1.0,1206.711925506387
2179,142.0,0.10573712389088159,1.1638741405422814,-0.1359122242215705,-1.8118619749580414,0.0,1196.6693368292222
2180,142.0,0.1290146067017272,0.970503255560408,-0.17214946372073134,-1.5643157942851365,0.0,1199.3483126947076
2181,142.0,0.14842467181293537,1.167214270145421,-0.20343577960643405,-1.9053832183990964,1.0,1206.954529477594
2182,142.0,0.1717689572158438,1.363871001304478,-0.241543443974416,-2.2536836152045616,1.0,1207.197133448801
2183,143.0,-0.01598951493571713,0.2252040677529028,0.007760748872490162,-0.27686720565363127,1.0,1207.4367109653779
2184,143.0,-0.011485433580659073,0.420214443936729,0.0022234047594175367,-0.5670923237161877,1.0,1207.6762884819548
2185,143.0,-0.0030811447019244917,0.2250613741278277,-0.009118441714906216,-0.27370976210045517,0.0,1201.5830859685047
2186,143.0,0.001420082780632062,0.42031223559675024,-0.014592636956915319,-0.569254663359547,1.0,1207.9158659985317
2187,143.0,0.009826327492567066,0.6156357804314518,-0.02597773022410626,-0.8664988692810459,1.0,1208.1554435151086
2188,143.0,0.022139043101196104,0.8111014463113979,-0.04330770760972717,-1.1672350359671817,1.0,1208.3950210316855
2189,143.0,0.03836107202742406,1.006759335683988,-0.06665240832907081,-1.4731751736498722,1.0,1208.6345985482624
2190,143.0,0.05849625874110381,1.2026297557110064,-0.09611591180206826,-1.785909725178084,1.0,1208.8741760648393
2191,143.0,0.08254885385532394,1.3986909299774501,-0.13183410630562994,-2.1068586716152593,1.0,1209.1137535814162
2192,143.0,0.11052267245487295,1.5948644405258396,-0.17397127973793514,-2.4372125338962674,1.0,1209.353331097993
2193,143.0,0.14241996126538975,1.790998257398841,-0.22271553041586048,-2.7778622774674653,1.0,1209.59290861457
2194,144.0,0.02214854855549922,0.18671013223503216,0.020810398299236303,-0.29940206686259513,1.0,1209.829480621007
2195,144.0,0.025882751200199863,0.38152936530686044,0.0148223569619844,-0.5854498250876151,1.0,1210.066052627444
2196,144.0,0.03351333850633707,0.5764405965422675,0.003113360460232098,-0.873426942319557,1.0,1210.302624633881
2197,144.0,0.045042150437182425,0.7715200767170839,-0.014355178386159042,-1.1651294179053275,1.0,1210.5391966403179
2198,144.0,0.060472551971524104,0.9668259176502845,-0.03765776674426559,-1.4622782721453724,1.0,1210.7757686467548
2199,144.0,0.0798090703245298,1.1623886036547588,-0.06690333218717304,-1.7664830959357076,1.0,1211.0123406531918
2200,144.0,0.10305684239762497,1.3581996248038664,-0.10223299410588718,-2.0791974362718095,1.0,1211.2489126596288
2201,144.0,0.1302208348937023,1.5541977547269317,-0.14381694283132337,-2.4016637717413305,1.0,1211.4854846660658
2202,144.0,0.1613047899882409,1.7502527414210707,-0.19185021826614998,-2.734846766107541,1.0,1211.7220566725027
2203,144.0,0.19630984481666233,1.9461466032512695,-0.24654715358830082,-3.079355093247937,1.0,1211.9586286789397
2204,145.0,-0.04826471352121115,0.18749102473950366,-0.0030624958769721366,-0.34228548708694095,1.0,1212.1922158318273
2205,145.0,-0.04451489302642108,0.3826564123750035,-0.009908205618710956,-0.6359325680969687,1.0,1212.425802984715
2206,145.0,-0.03686176477892101,0.18767404142146304,-0.022626856980650333,-0.34638633277412306,0.0,1204.3493925187747
2207,145.0,-0.03310828395049175,0.38311041562633136,-0.029554583636132795,-0.646117581762475,1.0,1212.6593901376025
2208,145.0,-0.025446075637965124,0.5786314480045089,-0.0424769352713823,-0.9479588355373642,1.0,1212.89297729049
2209,145.0,-0.013873446677874945,0.7742988027490101,-0.06143611198212959,-1.2536795908841594,1.0,1213.1265644433777
2210,145.0,0.0016125293771052564,0.9701514551693257,-0.08650970379981278,-1.5649551815368326,1.0,1213.3601515962653
2211,145.0,0.021015558480491768,1.1661943705485731,-0.11780880743054943,-1.883322002869606,1.0,1213.5937387491529
2212,145.0,0.04433944589146323,1.3623852429779688,-0.15547524748794156,-2.2101242121193105,1.0,1213.8273259020405
2213,145.0,0.07158715075102261,1.5586189445432246,-0.19967773173032777,-2.5464501147138856,1.0,1214.060913054928
2214,145.0,0.1027595296418871,1.7547097053484437,-0.2506067340246055,-2.893057855071292,1.0,1214.2945002078156
2215,146.0,0.02395585543831383,-0.21993393031594127,-0.04535179363733655,0.23958809233445222,0.0,1206.873582520406
2216,146.0,0.019557176831995007,-0.024194436329601193,-0.04056003179064751,-0.067048111959359,1.0,1214.5251228817394
2217,146.0,0.019073288105402982,0.17148484765333352,-0.04190099402983469,-0.37224701470734467,1.0,1214.7557455556632
2218,146.0,0.022502985058469652,0.367176229621287,-0.04934593432398158,-0.6778417326832563,1.0,1214.986368229587
2219,146.0,0.029846509650895393,0.5629477617491241,-0.06290276897764671,-0.9856433901869301,1.0,1215.2169909035108
2220,146.0,0.04110546488587788,0.36872212859016085,-0.08261563678138531,-0.7133623491758733,0.0,1209.0283843452803
2221,146.0,0.0484799074576811,0.5648848112038015,-0.09688288376490278,-1.0308641623676418,1.0,1215.4476135774346
2222,146.0,0.05977760368175713,0.7611528631106437,-0.11750016701225562,-1.3523246780637652,1.0,1215.6782362513584
2223,146.0,0.07500066094397001,0.9575378321773449,-0.1445466605735309,-1.6793365735585817,1.0,1215.9088589252822
2224,146.0,0.09415141758751691,1.1540094372461438,-0.17813339204470255,-2.0133194553222147,1.0,1216.139481599206
2225,146.0,0.11723160633243979,1.3504802912281448,-0.21839978115114683,-2.3554570370408743,1.0,1216.3701042731298
2226,147.0,0.011648514985105078,0.1676191278937611,-0.02705526633292308,-0.2889478181597915,1.0,1216.5977825664067
2227,147.0,0.0150008975429803,0.363116230121608,-0.03283422269611891,-0.5900394299169331,1.0,1216.8254608596837
2228,147.0,0.02226322214541246,0.5586821619187606,-0.04463501129445757,-0.8928817411803444,1.0,1217.0531391529607
2229,147.0,0.03343686538378767,0.7543801800617248,-0.06249264611806446,-1.199254738781061,1.0,1217.2808174462377
2230,147.0,0.04852446898502217,0.9502525083824972,-0.08647774089368568,-1.510850589893399,1.0,1217.5084957395147
2231,147.0,0.06752951915267211,1.1463091424378664,-0.11669475269155366,-1.8292293623316416,1.0,1217.7361740327917
2232,147.0,0.09045570200142944,1.3425148163845138,-0.1532793399381865,-2.155766692752019,1.0,1217.9638523260687
2233,147.0,0.11730599832911971,1.5387737429702635,-0.19639467379322686,-2.491591458774673,1.0,1218.1915306193457
2234,147.0,0.148081473188525,1.734912085164796,-0.24622650296872034,-2.8375128351421597,1.0,1218.4192089126227
2235,148.0,0.02589814550865522,0.1706476343705769,-0.01049157152240137,-0.2820784504206845,1.0,1218.6439626528825
2236,148.0,0.029311098196066757,0.36591765194602693,-0.016133140530815063,-0.5780518218943134,1.0,1218.8687163931422
2237,148.0,0.036629451234987294,0.5612619568246658,-0.02769417696870133,-0.8757730847004794,1.0,1219.093470133402
2238,148.0,0.04785469037148061,0.756749192045901,-0.04520963866271092,-1.1770325427439035,1.0,1219.3182238736617
2239,148.0,0.06298967421239862,0.9524283025482116,-0.06875028951758899,-1.48353840291693,1.0,1219.5429776139215
2240,148.0,0.08203824026336286,1.1483179832344161,-0.09842105757592759,-1.7968754440329944,1.0,1219.7677313541813
2241,148.0,0.10500459992805118,1.344394284309979,-0.13435856645658747,-2.1184556434039763,1.0,1219.992485094441
2242,148.0,0.13189248561425077,1.5405759415624174,-0.176727679324667,-2.4494586638585663,1.0,1220.2172388347008
2243,148.0,0.16270400444549912,1.7367073053376227,-0.22571685260183832,-2.790761270270496,1.0,1220.4419925749605
2244,149.0,0.0016830265828954012,0.19504026281031508,0.042563335697998445,-0.32615950271221483,1.0,1220.6638413245769
2245,149.0,0.005583831839101703,-0.0006610295637026753,0.03604014564375415,-0.02036358618683809,0.0,1211.8315446769684
2246,149.0,0.0055706112478276495,-0.19628080335324716,0.03563287392001739,0.28346903755739683,0.0,1214.0128273940975
2247,149.0,0.0016449951807627067,-0.001684725689869715,0.04130225467116533,0.00223405884470107,1.0,1220.8856900741932
2248,149.0,0.0016113006669653124,0.19282129987842858,0.041346935848059346,-0.2771367516783212,1.0,1221.1075388238096
2249,149.0,0.005467726664533884,0.3873297311461389,0.035804200814492926,-0.5564975040555353,1.0,1221.329387573426
